City,Cuisines,Average Cost for two,Currency,Has Table booking,Has Online delivery,Is delivering now,Switch to order menu,Price range,Aggregate rating,Rating color,Rating text
New Delhi,South Indian,300,Indian Rupees(Rs.),No,No,No,No,1,3.0,Orange,Average
Gurgaon,Mughlai,250,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated
New Delhi,"Bakery, Desserts",500,Indian Rupees(Rs.),No,No,No,No,2,3.4,Orange,Average
New Delhi,"Mughlai, North Indian",300,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated
New Delhi,"American, Italian, North Indian, European, Thai",1550,Indian Rupees(Rs.),Yes,No,No,No,3,4.2,Green,Very Good
Pune,Finger Food,1000,Indian Rupees(Rs.),Yes,No,No,No,3,4.1,Green,Very Good
New Delhi,Chinese,350,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated
New Delhi,"Continental, American",2000,Indian Rupees(Rs.),Yes,No,No,No,4,4.0,Green,Very Good
Gurgaon,"Healthy Food, Salad",600,Indian Rupees(Rs.),No,Yes,No,No,2,3.9,Yellow,Good
New Delhi,Street Food,250,Indian Rupees(Rs.),No,No,No,No,1,3.8,Yellow,Good
London,"Ramen, Japanese",40,Pounds(��),No,No,No,No,3,4.6,Dark Green,Excellent
Gurgaon,"Continental, Burger, Pizza, North Indian, European, Finger Food",2000,Indian Rupees(Rs.),Yes,No,No,No,4,3.9,Yellow,Good
Guwahati,Cafe,500,Indian Rupees(Rs.),No,No,No,No,2,4.1,Green,Very Good
New Delhi,Italian,5000,Indian Rupees(Rs.),Yes,No,No,No,4,3.7,Yellow,Good
Noida,Chinese,250,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated
New Delhi,Fast Food,350,Indian Rupees(Rs.),No,No,No,No,1,2.7,Orange,Average
New Delhi,Continental,4500,Indian Rupees(Rs.),Yes,No,No,No,4,3.4,Orange,Average
New Delhi,Bihari,300,Indian Rupees(Rs.),No,Yes,No,No,1,4.0,Green,Very Good
New Delhi,"North Indian, Chinese",1200,Indian Rupees(Rs.),Yes,No,No,No,3,2.3,Red,Poor
Noida,Bakery,200,Indian Rupees(Rs.),No,Yes,No,No,1,3.2,Orange,Average
Pensacola,Seafood,40,Dollar($),No,No,No,No,3,3.9,Yellow,Good
Noida,"North Indian, Chinese",600,Indian Rupees(Rs.),No,Yes,No,No,2,2.7,Orange,Average
Gurgaon,"Burger, Fast Food, Chinese",300,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated
New Delhi,"Portuguese, African",1200,Indian Rupees(Rs.),No,Yes,No,No,3,0.0,White,Not rated
New Delhi,"Chinese, Thai, Continental, North Indian",1500,Indian Rupees(Rs.),No,Yes,No,No,3,3.7,Yellow,Good
New Delhi,Mithai,100,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated
Jakarta,Burger,120000,Indonesian Rupiah(IDR),No,No,No,No,3,4.4,Green,Very Good
Noida,"North Indian, Chinese",600,Indian Rupees(Rs.),No,No,No,No,2,2.9,Orange,Average
Noida,Chinese,200,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated
New Delhi,North Indian,250,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated
New Delhi,"North Indian, Chinese, Mughlai",600,Indian Rupees(Rs.),No,No,No,No,2,3.3,Orange,Average
Ankara,"Kebab, Turkish Pizza",100,Turkish Lira(TL),No,No,No,No,3,4.2,Green,Very Good
New Delhi,"North Indian, Spanish, Mediterranean",1200,Indian Rupees(Rs.),Yes,No,No,No,3,3.9,Yellow,Good
Faridabad,Bakery,1000,Indian Rupees(Rs.),No,No,No,No,3,3.0,Orange,Average
New Delhi,"Chinese, Fast Food",200,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated
Gurgaon,Cafe,650,Indian Rupees(Rs.),No,No,No,No,2,0.0,White,Not rated
Gurgaon,"Continental, North Indian, Italian, Chinese",1500,Indian Rupees(Rs.),Yes,No,No,No,3,4.2,Green,Very Good
Gurgaon,"Mithai, North Indian, South Indian, Fast Food, Street Food, Chinese",550,Indian Rupees(Rs.),No,Yes,No,No,2,3.8,Yellow,Good
Mumbai,"Street Food, Burger, Desserts, Italian, Pizza, North Indian, European, Finger Food",1200,Indian Rupees(Rs.),No,No,No,No,3,4.0,Green,Very Good
Columbus,"Italian, Pizza",0,Dollar($),No,No,No,No,1,4.0,Green,Very Good
New Delhi,"South Indian, Chinese",200,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated
New Delhi,Chinese,100,Indian Rupees(Rs.),No,No,No,No,1,3.3,Orange,Average
New Delhi,North Indian,350,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated
New Delhi,"Fast Food, Beverages",500,Indian Rupees(Rs.),No,No,No,No,2,3.8,Yellow,Good
New Delhi,"Finger Food, North Indian, Chinese",2000,Indian Rupees(Rs.),Yes,No,No,No,4,2.8,Orange,Average
Cape Town,"Seafood, Japanese, Sushi",570,Rand(R),No,No,No,No,4,4.4,Green,Very Good
New Delhi,"Chinese, Fast Food",300,Indian Rupees(Rs.),No,No,No,No,1,3.2,Orange,Average
New Delhi,"Bakery, Desserts, Fast Food",400,Indian Rupees(Rs.),No,Yes,No,No,1,3.8,Yellow,Good
Macon,"Desserts, Greek, Sandwich",10,Dollar($),No,No,No,No,1,4.3,Green,Very Good
New Delhi,"American, Fast Food, Salad, Healthy Food",500,Indian Rupees(Rs.),No,Yes,No,No,2,3.2,Orange,Average
Noida,"Cafe, Healthy Food, Continental, Italian, Asian",800,Indian Rupees(Rs.),Yes,Yes,No,No,2,3.7,Yellow,Good
New Delhi,"Fast Food, Italian",400,Indian Rupees(Rs.),No,No,No,No,1,3.2,Orange,Average
New Delhi,"North Indian, South Indian, Chinese",200,Indian Rupees(Rs.),No,No,No,No,1,2.9,Orange,Average
Mangalore,Cafe,600,Indian Rupees(Rs.),No,No,No,No,2,3.6,Yellow,Good
Gurgaon,"North Indian, Chinese",1000,Indian Rupees(Rs.),Yes,No,No,No,3,2.9,Orange,Average
New Delhi,Bakery,300,Indian Rupees(Rs.),No,No,No,No,1,3.5,Yellow,Good
New Delhi,North Indian,400,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated
New Delhi,"Continental, North Indian, Mughlai, Italian",1400,Indian Rupees(Rs.),No,No,No,No,3,4.1,Green,Very Good
Noida,Chinese,400,Indian Rupees(Rs.),No,No,No,No,1,2.7,Orange,Average
Faridabad,"North Indian, Mughlai",700,Indian Rupees(Rs.),No,Yes,No,No,2,3.3,Orange,Average
New Delhi,Fast Food,500,Indian Rupees(Rs.),No,Yes,No,No,2,3.5,Yellow,Good
New Delhi,"Bakery, Desserts, Fast Food",350,Indian Rupees(Rs.),No,Yes,No,No,1,3.7,Yellow,Good
New Delhi,"Desserts, Ice Cream",100,Indian Rupees(Rs.),No,No,No,No,1,3.5,Yellow,Good
Noida,"North Indian, Mughlai",600,Indian Rupees(Rs.),No,No,No,No,2,2.8,Orange,Average
New Delhi,Chinese,150,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated
Noida,"North Indian, Mughlai",1200,Indian Rupees(Rs.),Yes,Yes,No,No,3,3.0,Orange,Average
Noida,Fast Food,200,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated
New Delhi,Chinese,300,Indian Rupees(Rs.),No,No,No,No,1,3.3,Orange,Average
Noida,"Biryani, North Indian, Fast Food",500,Indian Rupees(Rs.),No,No,No,No,2,2.7,Orange,Average
New Delhi,Desserts,300,Indian Rupees(Rs.),No,No,No,No,1,3.5,Yellow,Good
Cedar Rapids/Iowa City,"American, Italian, Pizza",25,Dollar($),No,No,No,No,2,3.8,Yellow,Good
New Delhi,"Bakery, Desserts",400,Indian Rupees(Rs.),No,No,No,No,1,2.9,Orange,Average
New Delhi,"American, Fast Food, Salad, Healthy Food",500,Indian Rupees(Rs.),No,No,No,No,2,3.6,Yellow,Good
New Delhi,Beverages,100,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated
New Delhi,Bakery,500,Indian Rupees(Rs.),No,No,No,No,2,0.0,White,Not rated
New Delhi,North Indian,450,Indian Rupees(Rs.),No,Yes,No,No,1,2.6,Orange,Average
New Delhi,"Continental, North Indian, Chinese",1400,Indian Rupees(Rs.),Yes,No,No,No,3,3.2,Orange,Average
New Delhi,"Bakery, Fast Food",250,Indian Rupees(Rs.),No,Yes,No,No,1,3.6,Yellow,Good
New Delhi,North Indian,300,Indian Rupees(Rs.),No,No,No,No,1,2.7,Orange,Average
New Delhi,"Street Food, North Indian",100,Indian Rupees(Rs.),No,No,No,No,1,2.7,Orange,Average
Noida,Desserts,150,Indian Rupees(Rs.),No,Yes,No,No,1,3.1,Orange,Average
Noida,"North Indian, Street Food",400,Indian Rupees(Rs.),No,No,No,No,1,3.2,Orange,Average
New Delhi,"North Indian, Fast Food",250,Indian Rupees(Rs.),No,No,No,No,1,3.0,Orange,Average
New Delhi,"Mithai, North Indian, South Indian, Chinese, Bakery",450,Indian Rupees(Rs.),No,Yes,No,No,1,3.3,Orange,Average
New Delhi,Mughlai,300,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated
Taguig City,"Cafe, Korean, Desserts",600,Botswana Pula(P),No,No,No,No,2,4.5,Dark Green,Excellent
New Delhi,South Indian,500,Indian Rupees(Rs.),No,No,No,No,2,3.7,Yellow,Good
Noida,"North Indian, Fast Food, Chinese",450,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated
New Delhi,North Indian,300,Indian Rupees(Rs.),No,Yes,No,No,1,3.1,Orange,Average
New Delhi,South Indian,250,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated
Noida,"North Indian, Mughlai",2200,Indian Rupees(Rs.),Yes,No,No,No,4,3.5,Yellow,Good
Gurgaon,"North Indian, Mughlai",650,Indian Rupees(Rs.),No,No,No,No,2,3.3,Orange,Average
Gurgaon,"North Indian, South Indian",400,Indian Rupees(Rs.),No,Yes,Yes,No,1,2.5,Orange,Average
New Delhi,"Desserts, Bakery",300,Indian Rupees(Rs.),No,No,No,No,1,3.6,Yellow,Good
New Delhi,"Pizza, Fast Food",550,Indian Rupees(Rs.),No,No,No,No,2,3.0,Orange,Average
New Delhi,North Indian,150,Indian Rupees(Rs.),No,No,No,No,1,2.8,Orange,Average
Noida,Cafe,450,Indian Rupees(Rs.),No,No,No,No,1,2.7,Orange,Average
New Delhi,Bakery,250,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated
New Delhi,Cafe,700,Indian Rupees(Rs.),No,No,No,No,2,4.1,Green,Very Good
Cedar Rapids/Iowa City,"Mediterranean, Tapas, Vegetarian",40,Dollar($),No,No,No,No,3,4.0,Green,Very Good
New Delhi,"Burger, Fast Food",500,Indian Rupees(Rs.),No,Yes,No,No,2,3.4,Orange,Average
Noida,"North Indian, Mughlai",2000,Indian Rupees(Rs.),Yes,Yes,No,No,4,3.7,Yellow,Good
Gurgaon,Fast Food,300,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated
New Delhi,Mithai,150,Indian Rupees(Rs.),No,No,No,No,1,3.2,Orange,Average
New Delhi,"Mithai, Street Food",100,Indian Rupees(Rs.),No,No,No,No,1,3.1,Orange,Average
New Delhi,North Indian,100,Indian Rupees(Rs.),No,No,No,No,1,3.1,Orange,Average
New Delhi,"Desserts, Fast Food",150,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated
Noida,"Raw Meats, North Indian, Fast Food",350,Indian Rupees(Rs.),No,No,No,No,1,3.2,Orange,Average
Gurgaon,North Indian,150,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated
Lucknow,"Mediterranean, Italian, American",1300,Indian Rupees(Rs.),No,No,No,No,3,4.3,Green,Very Good
New Delhi,"Street Food, South Indian, Chinese",500,Indian Rupees(Rs.),No,No,No,No,2,2.7,Orange,Average
Manchester,British,85,Pounds(��),No,No,No,No,4,4.0,Green,Very Good
New Delhi,Chinese,500,Indian Rupees(Rs.),No,No,No,No,2,3.1,Orange,Average
Gurgaon,"Bakery, Desserts",300,Indian Rupees(Rs.),No,Yes,No,No,1,3.0,Orange,Average
New Delhi,Fast Food,350,Indian Rupees(Rs.),No,No,No,No,1,2.3,Red,Poor
New Delhi,"Biryani, Mughlai",300,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated
New Delhi,"Fast Food, Street Food",150,Indian Rupees(Rs.),No,No,No,No,1,2.7,Orange,Average
New Delhi,"Naga, Tibetan, Chinese, Bakery",600,Indian Rupees(Rs.),No,No,No,No,2,3.0,Orange,Average
New Delhi,Fast Food,200,Indian Rupees(Rs.),No,No,No,No,1,3.1,Orange,Average
Wellington City,"Cafe, Kiwi",50,NewZealand($),No,No,No,No,3,4.3,Green,Very Good
New Delhi,Mexican,1700,Indian Rupees(Rs.),Yes,Yes,No,No,3,3.6,Yellow,Good
Goa,"Continental, Goan, Seafood, North Indian",1100,Indian Rupees(Rs.),No,No,No,No,4,4.4,Green,Very Good
Gurgaon,"Continental, North Indian, Chinese, Italian",1300,Indian Rupees(Rs.),Yes,No,No,No,3,4.2,Green,Very Good
New Delhi,"North Indian, Chinese",700,Indian Rupees(Rs.),No,Yes,No,No,2,3.2,Orange,Average
Gurgaon,"Street Food, Chinese, North Indian",400,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated
Noida,"North Indian, Mughlai",500,Indian Rupees(Rs.),No,No,No,No,2,2.9,Orange,Average
New Delhi,"Mithai, Street Food, North Indian, South Indian, Chinese",350,Indian Rupees(Rs.),No,No,No,No,1,2.7,Orange,Average
New Delhi,North Indian,350,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated
New Delhi,"Raw Meats, Fast Food, North Indian",150,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated
New Delhi,Bakery,400,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated
Noida,Bakery,400,Indian Rupees(Rs.),No,No,No,No,1,2.8,Orange,Average
Gurgaon,"North Indian, Chinese, Continental",500,Indian Rupees(Rs.),No,Yes,No,No,2,3.2,Orange,Average
New Delhi,"Raw Meats, North Indian, Fast Food",350,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated
New Delhi,"North Indian, Chinese",350,Indian Rupees(Rs.),No,No,No,No,1,2.8,Orange,Average
Noida,"Continental, Mexican, Fast Food, Chinese",400,Indian Rupees(Rs.),No,Yes,Yes,No,1,3.5,Yellow,Good
New Delhi,"Continental, European, North Indian, French",4500,Indian Rupees(Rs.),Yes,No,No,No,4,4.0,Green,Very Good
New Delhi,"Chinese, North Indian",700,Indian Rupees(Rs.),No,No,No,No,2,2.9,Orange,Average
Gurgaon,"Cafe, Fast Food",700,Indian Rupees(Rs.),No,No,No,No,2,3.2,Orange,Average
Gurgaon,Desserts,250,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated
New Delhi,"Chinese, Fast Food, Ice Cream",200,Indian Rupees(Rs.),No,No,No,No,1,3.3,Orange,Average
New Delhi,Chinese,200,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated
Noida,North Indian,350,Indian Rupees(Rs.),No,No,No,No,1,3.7,Yellow,Good
New Delhi,Fast Food,300,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated
New Delhi,"North Indian, South Indian, Chinese, Fast Food, Bakery, Mithai",300,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated
Bangalore,"European, Continental",1300,Indian Rupees(Rs.),Yes,No,No,No,3,3.9,Yellow,Good
New Delhi,"Mithai, Street Food",150,Indian Rupees(Rs.),No,No,No,No,1,2.7,Orange,Average
New Delhi,"Mithai, Bakery",150,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated
Gurgaon,"Bakery, Fast Food",250,Indian Rupees(Rs.),No,No,No,No,1,2.9,Orange,Average
New Delhi,"Pizza, Fast Food",500,Indian Rupees(Rs.),No,Yes,No,No,2,3.3,Orange,Average
New Delhi,"Chinese, Thai, Fast Food",650,Indian Rupees(Rs.),No,Yes,No,No,2,3.6,Yellow,Good
Gurgaon,"Bakery, Desserts",250,Indian Rupees(Rs.),No,No,No,No,1,2.9,Orange,Average
New Delhi,Chinese,200,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated
Faridabad,"Mithai, Street Food",100,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated
Noida,"Bakery, Desserts, Fast Food",500,Indian Rupees(Rs.),No,Yes,No,No,2,4.0,Green,Very Good
New Delhi,Cafe,650,Indian Rupees(Rs.),No,No,No,No,2,3.1,Orange,Average
New Delhi,"North Indian, Lucknowi",400,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated
Kochi,"Kerala, South Indian, Chinese, Biryani",400,Indian Rupees(Rs.),No,No,No,No,1,3.5,Yellow,Good
Gurgaon,North Indian,200,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated
Gurgaon,"North Indian, South Indian",200,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated
Columbus,"Japanese, Steak",40,Dollar($),No,No,No,No,3,3.9,Yellow,Good
New Delhi,North Indian,200,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated
New Delhi,Street Food,50,Indian Rupees(Rs.),No,Yes,No,No,1,4.1,Green,Very Good
Abu Dhabi,Indian,80,Emirati Diram(AED),Yes,Yes,No,No,3,4.3,Green,Very Good
New Delhi,"Chinese, Fast Food",400,Indian Rupees(Rs.),No,Yes,No,No,1,2.2,Red,Poor
New Delhi,"North Indian, Chinese",500,Indian Rupees(Rs.),No,No,No,No,2,3.5,Yellow,Good
Bhubaneshwar,Chinese,500,Indian Rupees(Rs.),No,No,No,No,2,4.0,Green,Very Good
Kochi,"Italian, Seafood, Mediterranean, Desserts, Cafe",1000,Indian Rupees(Rs.),No,No,No,No,3,4.3,Green,Very Good
Gurgaon,"American, Continental, Burger",1000,Indian Rupees(Rs.),No,Yes,No,No,3,4.6,Dark Green,Excellent
Gurgaon,"Chinese, North Indian, Mughlai, Continental",1500,Indian Rupees(Rs.),Yes,No,No,No,3,3.5,Yellow,Good
Noida,"North Indian, Chinese",550,Indian Rupees(Rs.),No,Yes,No,No,2,3.1,Orange,Average
New Delhi,"Chinese, Fast Food",200,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated
New Delhi,"Bakery, Desserts, Fast Food",1000,Indian Rupees(Rs.),Yes,Yes,No,No,3,3.8,Yellow,Good
New Delhi,"Bakery, Desserts",450,Indian Rupees(Rs.),No,No,No,No,1,3.5,Yellow,Good
New Delhi,"Street Food, Beverages",150,Indian Rupees(Rs.),No,No,No,No,1,3.9,Yellow,Good
New Delhi,Cafe,700,Indian Rupees(Rs.),No,No,No,No,2,3.7,Yellow,Good
Vadodara,"North Indian, Mughlai",800,Indian Rupees(Rs.),No,No,No,No,3,3.9,Yellow,Good
New Delhi,Chinese,250,Indian Rupees(Rs.),No,No,No,No,1,2.9,Orange,Average
Gurgaon,"Pizza, Italian",1250,Indian Rupees(Rs.),No,Yes,No,No,3,3.7,Yellow,Good
New Delhi,Healthy Food,350,Indian Rupees(Rs.),No,Yes,No,No,1,3.1,Orange,Average
Gurgaon,"Pizza, Italian",650,Indian Rupees(Rs.),Yes,Yes,No,No,2,3.5,Yellow,Good
Pune,"European, Desserts",1000,Indian Rupees(Rs.),No,No,No,No,3,4.8,Dark Green,Excellent
New Delhi,"North Indian, South Indian, Bihari",1200,Indian Rupees(Rs.),No,No,No,No,3,4.5,Dark Green,Excellent
New Delhi,"Desserts, Bakery",600,Indian Rupees(Rs.),No,No,No,No,2,3.6,Yellow,Good
Kochi,Kerala,350,Indian Rupees(Rs.),No,No,No,No,1,3.8,Yellow,Good
Gurgaon,Cafe,650,Indian Rupees(Rs.),No,Yes,No,No,2,3.3,Orange,Average
Macon,"Japanese, Steak, Sushi",40,Dollar($),No,No,No,No,3,4.1,Green,Very Good
New Delhi,Cafe,450,Indian Rupees(Rs.),No,No,No,No,1,2.5,Orange,Average
New Delhi,"North Indian, Chinese, Finger Food",1000,Indian Rupees(Rs.),Yes,Yes,No,No,3,3.5,Yellow,Good
Nagpur,Cafe,600,Indian Rupees(Rs.),No,Yes,No,No,2,4.2,Green,Very Good
Bangalore,Asian,2400,Indian Rupees(Rs.),Yes,Yes,No,No,4,4.7,Dark Green,Excellent
New Delhi,South Indian,400,Indian Rupees(Rs.),No,No,No,No,1,2.7,Orange,Average
Faridabad,"North Indian, Chinese",400,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated
New Delhi,North Indian,250,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated
New Delhi,"Chinese, Fast Food",350,Indian Rupees(Rs.),No,Yes,Yes,No,1,3.8,Yellow,Good
Noida,"North Indian, Chinese, Fast Food",400,Indian Rupees(Rs.),No,No,No,No,1,3.4,Orange,Average
New Delhi,"Bakery, Desserts",500,Indian Rupees(Rs.),No,No,No,No,2,0.0,White,Not rated
New Delhi,"North Indian, Mughlai, Chinese",500,Indian Rupees(Rs.),No,No,No,No,2,0.0,White,Not rated
Birmingham,Turkish,30,Pounds(��),No,No,No,No,2,3.6,Yellow,Good
New Delhi,"Chinese, Fast Food",250,Indian Rupees(Rs.),No,No,No,No,1,3.4,Orange,Average
Gurgaon,"North Indian, Chinese, Fast Food",800,Indian Rupees(Rs.),No,Yes,No,No,2,3.2,Orange,Average
Wellington City,"Cafe, Kiwi, Ice Cream, Desserts",50,NewZealand($),No,No,No,No,3,4.0,Green,Very Good
Gurgaon,"North Indian, Chinese",700,Indian Rupees(Rs.),No,No,No,No,2,3.0,Orange,Average
Ahmedabad,"North Indian, Continental, Beverages, Italian, Burger, Healthy Food, Mediterranean",950,Indian Rupees(Rs.),No,Yes,No,No,3,4.5,Dark Green,Excellent
New Delhi,Chinese,450,Indian Rupees(Rs.),No,Yes,No,No,1,3.8,Yellow,Good
Gurgaon,"Tibetan, Nepalese",850,Indian Rupees(Rs.),No,Yes,No,No,2,3.6,Yellow,Good
New Delhi,Fast Food,200,Indian Rupees(Rs.),No,No,No,No,1,2.9,Orange,Average
New Delhi,"North Indian, Chinese, Fast Food",1200,Indian Rupees(Rs.),Yes,Yes,No,No,3,2.6,Orange,Average
Noida,North Indian,650,Indian Rupees(Rs.),No,Yes,No,No,2,3.9,Yellow,Good
New Delhi,"Cafe, Italian, Mexican, Salad, Desserts",850,Indian Rupees(Rs.),Yes,Yes,No,No,2,3.4,Orange,Average
Hyderabad,"Desserts, Cafe, Mexican",500,Indian Rupees(Rs.),No,No,No,No,2,4.7,Dark Green,Excellent
Ranchi,"North Indian, Chinese",1000,Indian Rupees(Rs.),No,No,No,No,3,3.6,Yellow,Good
Puducherry,"Continental, North Indian, Finger Food",1200,Indian Rupees(Rs.),No,No,No,No,4,3.4,Orange,Average
Faridabad,"North Indian, Mughlai, Chinese",500,Indian Rupees(Rs.),No,No,No,No,2,3.3,Orange,Average
Nagpur,"North Indian, Mughlai",550,Indian Rupees(Rs.),No,Yes,No,No,2,4.3,Green,Very Good
New Delhi,Fast Food,400,Indian Rupees(Rs.),No,Yes,No,No,1,3.7,Yellow,Good
New Delhi,North Indian,500,Indian Rupees(Rs.),No,No,No,No,2,0.0,White,Not rated
New Delhi,Desserts,300,Indian Rupees(Rs.),No,Yes,No,No,1,2.5,Orange,Average
New Delhi,North Indian,150,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated
New Delhi,"Bakery, Desserts",500,Indian Rupees(Rs.),No,No,No,No,2,3.1,Orange,Average
New Delhi,Chinese,150,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated
New Delhi,Chinese,300,Indian Rupees(Rs.),No,No,No,No,1,3.1,Orange,Average
New Delhi,"Desserts, Bakery",900,Indian Rupees(Rs.),No,No,No,No,2,3.8,Yellow,Good
S��o Paulo,"French, Brazilian, Beverages",120,Brazilian Real(R$),No,No,No,No,4,4.6,Dark Green,Excellent
New Delhi,North Indian,200,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated
Bras�_lia,Italian,350,Brazilian Real(R$),No,No,No,No,4,3.3,Orange,Average
Gurgaon,North Indian,650,Indian Rupees(Rs.),No,No,No,No,2,3.1,Orange,Average
New Delhi,"North Indian, Chinese, Bakery",400,Indian Rupees(Rs.),No,Yes,No,No,1,2.2,Red,Poor
New Delhi,"North Indian, Chinese",1300,Indian Rupees(Rs.),Yes,Yes,No,No,3,3.8,Yellow,Good
Noida,"Desserts, Bakery, Fast Food",500,Indian Rupees(Rs.),No,No,No,No,2,4.1,Green,Very Good
New Delhi,"Pizza, Fast Food",700,Indian Rupees(Rs.),No,No,No,No,2,2.6,Orange,Average
New Delhi,"North Indian, Biryani",500,Indian Rupees(Rs.),No,Yes,No,No,2,2.5,Orange,Average
New Delhi,"Chinese, Thai",800,Indian Rupees(Rs.),No,Yes,No,No,2,3.7,Yellow,Good
New Delhi,Chinese,300,Indian Rupees(Rs.),No,No,No,No,1,2.8,Orange,Average
New Delhi,Beverages,400,Indian Rupees(Rs.),No,No,No,No,1,3.8,Yellow,Good
Kanpur,"North Indian, Fast Food",1000,Indian Rupees(Rs.),No,No,No,No,3,4.1,Green,Very Good
Noida,North Indian,350,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated
New Delhi,North Indian,200,Indian Rupees(Rs.),No,No,No,No,1,3.3,Orange,Average
Mysore,"North Indian, Continental, Chinese",1000,Indian Rupees(Rs.),No,No,No,No,3,3.7,Yellow,Good
New Delhi,North Indian,200,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated
New Delhi,"Cafe, Italian, Lebanese",1000,Indian Rupees(Rs.),No,No,No,No,3,3.2,Orange,Average
Noida,"North Indian, Mughlai, Chinese, Fast Food",600,Indian Rupees(Rs.),No,No,No,No,2,3.6,Yellow,Good
Noida,"North Indian, Mughlai",600,Indian Rupees(Rs.),No,No,No,No,2,2.9,Orange,Average
Goa,Finger Food,2000,Indian Rupees(Rs.),No,No,No,No,4,4.4,Green,Very Good
Auckland,"Ice Cream, Desserts",20,NewZealand($),No,No,No,No,1,4.7,Dark Green,Excellent
New Delhi,"Fast Food, Burger",500,Indian Rupees(Rs.),No,Yes,No,No,2,3.4,Orange,Average
New Delhi,Chinese,500,Indian Rupees(Rs.),No,No,No,No,2,0.0,White,Not rated
Birmingham,Mexican,20,Pounds(��),No,No,No,No,2,4.0,Green,Very Good
New Delhi,"North Indian, Chinese",600,Indian Rupees(Rs.),No,Yes,No,No,2,3.6,Yellow,Good
New Delhi,"Tibetan, Chinese",350,Indian Rupees(Rs.),No,No,No,No,1,3.2,Orange,Average
New Delhi,North Indian,200,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated
New Delhi,"North Indian, South Indian",350,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated
New Delhi,"Mughlai, North Indian",750,Indian Rupees(Rs.),Yes,Yes,No,No,2,3.3,Orange,Average
Gurgaon,North Indian,200,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated
New Delhi,"North Indian, Chinese, South Indian",250,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated
Indore,"Cafe, Fast Food",650,Indian Rupees(Rs.),No,No,No,No,2,3.8,Yellow,Good
New Delhi,"Fast Food, North Indian",300,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated
Pretoria,"Indian, Asian, Durban, International, Desserts",320,Rand(R),No,No,No,No,4,4.3,Green,Very Good
New Delhi,"Pizza, Salad, Finger Food",3500,Indian Rupees(Rs.),Yes,No,No,No,4,3.4,Orange,Average
